address,district,area,bedrooms,garage,rent,total,zone,type_Apartamento,type_Casa,type_Casa em condomínio,type_Studio e kitnet
Rua Benito Fioretto,Outros,40,1,0,950,1024,Outro,False,True,False,False
Rua Alexandre Levi,Cambuci,69,3,1,2800,3546,Centro,True,False,False,False
Rua Jose Manso,Vila Matilde,29,1,0,2400,2680,Leste,True,False,False,False
Avenida Tiradentes,Outros,50,2,0,892,1030,Outro,False,True,False,False
Rua Joao Artoni Testae,Outros,50,1,0,1000,1042,Outro,False,True,False,False
Rua Vicente Pereira de Assuncao,Vila Constanca,40,1,0,1150,1254,Outro,True,False,False,False
Rua Anhanguera,Barra Funda,75,2,1,2955,3976,Oeste,True,False,False,False
Alameda Glete,Campos Eliseos,45,1,0,1679,1744,Outro,True,False,False,False
Rua Santa Isabel,Vila Buarque,32,1,0,1160,1672,Outro,False,False,False,True
Rua Vergueiro,Vila Mariana,48,1,0,1600,2328,Sul,True,False,False,False
Rua Engenheiro Edgar Autran,Outros,44,1,0,1200,1376,Outro,False,True,False,False
Avenida Alberto Augusto Alves,Vila Andrade,25,1,0,2890,3368,Sul,False,False,False,True
Rua Doutor Heitor Nascimento,Outros,55,2,1,1798,2546,Outro,True,False,False,False
Alameda Barros,Santa Cecilia,35,1,0,2000,2519,Outro,True,False,False,False
Avenida Presidente Humberto de Alencar Castelo Branco,Outros,60,2,1,1750,2388,Outro,True,False,False,False
Rua dos Lirios,Mirandopolis,11,1,0,600,918,Outro,False,False,False,True
Avenida Jose Galante,Vila Suzana,78,1,2,3500,5593,Outro,True,False,False,False
Rua Doutor Celso Dario Guimaraes,Outros,310,4,3,5500,10030,Outro,False,False,True,False
Rua Itambacuri,Jardim Oriental,100,2,0,1600,1718,Outro,False,True,False,False
Avenida Rangel Pestana,Bras,36,1,1,1600,2112,Outro,True,False,False,False
Rua Coronel Gustavo Santiago,Outros,27,1,0,2100,2331,Outro,True,False,False,False
Rua Tito Oliani,Outros,250,3,2,5000,5437,Outro,False,True,False,False
Avenida Joao Barreto de Menezes,Vila Santa Catarina,40,1,0,1500,1563,Outro,False,True,False,False
Alameda Itu,Cerqueira Cesar,50,1,1,3000,3661,Outro,True,False,False,False
Rua Terceiro-sargento Joao Soares de Faria,Outros,56,2,1,1350,1905,Outro,True,False,False,False
Rua Antonio Dias da Silva,Outros,61,1,1,1355,2108,Outro,True,False,False,False
Rua Catarina Vieira,Outros,42,1,0,2000,2247,Outro,True,False,False,False
Rua Alegria,Bras,39,1,1,2300,2633,Outro,True,False,False,False
Rua Barra dos Bugres,Outros,50,1,0,930,970,Outro,False,True,False,False
Rua Santa Isabel,Vila Buarque,40,1,0,1450,1836,Outro,True,False,False,False
Rua Conego Vicente Miguel Marino,Barra Funda,36,1,0,1600,1735,Oeste,False,True,False,False
Rua Esmeraldino Cavalcanti Torres,Vila Isolina Mazzei,30,1,0,1420,1595,Outro,False,False,True,False
Rua Paulo Florence,Outros,30,1,0,750,782,Outro,False,True,False,False
Rua Damasio Mascarenhas,Santana,70,2,0,2700,2814,Norte,False,True,False,False
Rua Tenente Coronel Antonio Braga,Vila Santa Catarina,54,2,0,1350,2348,Outro,True,False,False,False
Avenida do Taboao,Taboao,49,2,1,1020,1594,Outro,True,False,False,False
Rua Retiro,Outros,70,2,1,3850,4608,Outro,True,False,False,False
Rua Nicola Nicodemo,Outros,28,1,0,862,945,Outro,True,False,False,False
Rua Isidoro Kauffman,Outros,72,2,0,3200,3480,Outro,False,True,False,False
Rua Luis Gois,Mirandopolis,69,2,1,2320,3010,Outro,True,False,False,False
Rua Girassol,Vila Madalena,84,2,1,3400,4832,Outro,True,False,False,False
Rua Catarina Vieira,Outros,43,1,0,2300,2559,Outro,True,False,False,False
Avenida Vila Ema,Vila Ema,26,1,0,1600,2012,Outro,True,False,False,False
Rua Nelson Gama de Oliveira,Vila Andrade,106,2,2,4000,5603,Sul,True,False,False,False
Rua Murutinga do Sul,Tatuape,90,2,1,2500,3446,Outro,True,False,False,False
Rua Claudio Rodrigues Lopes,Outros,42,2,1,1840,2111,Outro,True,False,False,False
Rua Maua,Centro,59,1,0,1200,1716,Outro,True,False,False,False
Rua Conselheiro Furtado,Liberdade,38,1,0,2200,2870,Centro,True,False,False,False
Rua Francisco Alves,Vila Romana,22,1,0,950,1124,Outro,False,True,False,False
Rua Doutor Jesuino Maciel,Campo Belo,45,1,1,3950,4767,Sul,False,False,False,True
Rua Conchilia,Outros,79,2,1,2800,2919,Outro,False,True,False,False
Rua Fiandeiras,Vila Olimpia,67,2,1,3771,5186,Outro,True,False,False,False
Rua da Consolacao,Consolacao,38,1,1,1400,2228,Outro,True,False,False,False
Rua Armando Ramos Filho,Outros,40,1,0,1200,1347,Outro,True,False,False,False
Avenida Moreira Guimaraes,Indianopolis,58,2,1,1890,2998,Outro,True,False,False,False
Rua Doutor Luis Barreto,Bela Vista,31,1,0,1200,1720,Centro,False,False,False,True
Rua Domingos Ataide,Outros,46,2,1,1200,1797,Outro,True,False,False,False
Rua Dom Constantino Barradas,Vila Gumercindo,64,2,1,3300,4130,Outro,True,False,False,False
Rua Marie Nader Calfat,Jardim Ampliacao,47,1,1,2700,3414,Outro,True,False,False,False
Rua Doutor Luiz Migliano,Outros,75,3,1,2280,3457,Outro,True,False,False,False
Rua Dona Aurora Alegretti,Outros,125,3,2,6000,6423,Outro,False,True,False,False
Rua Joaquim Guarani,Jardim das Acacias,19,0,0,1970,2404,Outro,False,False,False,True
Rua Padre Carvalho,Pinheiros,68,2,1,3800,5396,Oeste,True,False,False,False
Avenida Aratas,Indianopolis,70,2,1,3100,4219,Outro,True,False,False,False
Rua Helvetia,Campos Eliseos,42,1,0,1932,2406,Outro,True,False,False,False
Rua Fani Lerner,Outros,43,2,0,1350,1402,Outro,True,False,False,False
Rua Pedro Rendon,Outros,35,1,0,1350,1447,Outro,False,True,False,False
Rua Valentim Magalhaes,Outros,10,1,0,1400,1454,Outro,True,False,False,False
Rua Manuel de Faria Doria,Outros,50,1,0,800,834,Outro,False,True,False,False
Rua Antonio Helio de Azevedo Marques,Outros,40,1,0,1350,1441,Outro,False,True,False,False
Rua Herval,Belenzinho,27,1,0,2200,2793,Leste,False,False,False,True
Avenida Vieira de Carvalho,Republica,29,1,0,1150,1736,Outro,False,False,False,True
Rua Joao Dias de Vergara,Outros,70,2,0,900,938,Outro,False,True,False,False
Rua Manoel Oliveira Goncalves,Outros,30,1,0,500,509,Outro,False,True,False,False
Rua Madre de Deus,Mooca,56,2,1,2200,3244,Leste,True,False,False,False
Rua Francisco Antunes,Outros,91,3,2,2700,3733,Outro,True,False,False,False
Avenida Doria,Campo Belo,52,2,1,3000,4101,Sul,True,False,False,False
Rua Tabor,Ipiranga,30,1,0,1650,1720,Sul,False,True,False,False
Rua Doutor Diogo de Faria,Vila Clementino,25,1,0,2590,3215,Outro,False,False,False,True
Rua Almirante Calheiros,Tatuape,38,2,1,3000,3672,Outro,True,False,False,False
Rua Visconde de Itaborai,Outros,60,2,0,2115,2204,Outro,False,True,False,False
Rua Machado Bitencourt,Vila Clementino,75,2,1,2500,3707,Outro,True,False,False,False
Rua Jose Medina Zavalla,Outros,43,1,0,620,647,Outro,False,True,False,False
Rua Doutor Neto de Araujo,Vila Mariana,74,2,1,4600,6152,Sul,True,False,False,False
Rua Ministro Godoi,Perdizes,24,1,0,2500,3171,Oeste,True,False,False,False
Rua Pentecostes,Outros,28,1,0,695,758,Outro,False,True,False,False
Rua Duarte de Azevedo,Santana,45,1,1,2500,3611,Norte,True,False,False,False
Rua Professor Doutor Jose Marques da Cruz,Jardim das Acacias,26,1,0,3500,3889,Outro,False,False,False,True
Rua Sao Joao Gualberto,Outros,41,2,0,1572,1702,Outro,True,False,False,False
Rua General Julio Marcondes Salgado,Campos Eliseos,70,2,0,2200,2762,Outro,True,False,False,False
Avenida Pompeia,Vila Pompeia,50,2,2,2880,3999,Outro,True,False,False,False
Avenida Sebastiao Henriques,Outros,67,3,1,3000,3817,Outro,True,False,False,False
Rua Afonso Bandeira de Melo,Campo Belo,30,1,0,1350,1461,Sul,False,False,False,True
Rua dos Marapes,Outros,40,1,0,730,761,Outro,False,True,False,False
Rua Dona Antonia de Queiros,Consolacao,56,2,1,4300,5139,Outro,True,False,False,False
Avenida Benjamin Harris Hunnicutt,Outros,48,2,1,1500,1798,Outro,True,False,False,False
Avenida Sebastiao Henriques,Outros,53,2,1,1900,2745,Outro,True,False,False,False
Rua Heitor Peixoto,Cambuci,45,2,1,2150,2853,Centro,True,False,False,False
Avenida Reboucas,Pinheiros,49,1,1,5962,6998,Oeste,True,False,False,False
Rua Bacaetava,Outros,74,3,1,2800,4448,Outro,True,False,False,False
Rua Evolucao,Outros,32,1,0,850,937,Outro,False,True,False,False
Rua Bela Cintra,Consolacao,58,2,1,4850,5684,Outro,True,False,False,False
Rua Barao de Tatui,Vila Buarque,25,1,0,1250,1616,Outro,False,False,False,True
Rua Octacilio Celestino Gallo,Taboao,85,2,2,1718,2277,Outro,True,False,False,False
Avenida Bosque da Saude,Saude,42,1,0,2000,2235,Outro,False,True,False,False
Rua Francisca Miquelina,Bela Vista,27,1,0,3500,4032,Centro,False,False,False,True
Praca da Republica,Republica,41,1,0,1020,1920,Outro,True,False,False,False
Rua Jaceru,Outros,82,3,0,3200,3398,Outro,False,True,False,False
Rua Manuel de Almeida,Vila Guilherme,40,2,0,1220,1272,Norte,False,True,False,False
Rua Bartolomeu de Gusmao,Vila Mariana,32,1,1,2560,3100,Sul,False,False,False,True
Rua Frei Caneca,Consolacao,30,1,0,3723,4260,Outro,True,False,False,False
Avenida Santos Dumont,Santana,54,2,1,1800,2293,Norte,True,False,False,False
Rua Borba Gato,Santo Amaro,87,2,2,3700,5347,Sul,True,False,False,False
Rua Alexandre Levi,Cambuci,61,3,2,2900,3727,Centro,True,False,False,False
Rua Capitao Jose Amaral,Outros,41,2,2,1530,1854,Outro,True,False,False,False
Rua Professor Celso Quirino dos Santos,Outros,67,3,1,2000,2792,Outro,True,False,False,False
Rua Esmeralda Monteiro,Outros,50,1,0,940,999,Outro,False,True,False,False
Avenida Guilherme,Vila Guilherme,61,3,1,3800,4417,Norte,True,False,False,False
Rua Coronel Francisco de Oliveira Simoes,Paraiso do Morumbi,82,3,2,1820,3205,Outro,True,False,False,False
Rua Capistrano de Abreu,Barra Funda,50,2,1,2900,3667,Oeste,True,False,False,False
Avenida Ipiranga,Republica,33,1,0,1800,2519,Outro,False,False,False,True
Rua Rego Barros,Jardim Vila Formosa,61,3,1,2800,3357,Outro,True,False,False,False
Rua Francisco Coelho dos Santos Filho,Outros,42,1,0,1175,1259,Outro,False,True,False,False
Rua Antonio Simplicio,Outros,45,2,0,1150,1221,Outro,False,True,False,False
Rua Guaianases,Campos Eliseos,28,1,0,700,1150,Outro,False,False,False,True
Rua Pangare,Outros,39,2,0,2000,2568,Outro,True,False,False,False
Rua Tamandare,Aclimacao,31,1,1,2500,3507,Outro,True,False,False,False
Rua Desembargador Rodrigues Sette,Outros,50,2,1,1350,2022,Outro,True,False,False,False
Rua Abernesia,Santa Maria,42,2,1,2550,2868,Outro,True,False,False,False
Rua Pedro Malaquias,Vila Carrao,68,3,1,4500,5289,Outro,True,False,False,False
Rua Jorge Candido Marin,Outros,69,2,1,1500,2342,Outro,True,False,False,False
Rua Horacio Alves da Costa,Outros,66,3,4,2500,3628,Outro,True,False,False,False
Rua Tebas,Outros,230,3,2,7800,8465,Outro,False,True,False,False
Rua Alfredo Pujol,Bela Vista,25,1,1,2097,2487,Centro,True,False,False,False
Rua Costeira,Outros,75,2,0,1090,1160,Outro,False,True,False,False
Rua Heitor Penteado,Sumarezinho,80,3,1,3111,4067,Outro,True,False,False,False
Rua Doutor Bacelar,Vila Clementino,27,1,0,4500,4892,Outro,False,False,False,True
Rua Abilio Pedro Ramos,Outros,50,2,0,1020,1093,Outro,False,True,False,False
Rua Doutor Jose Mauricio de Oliveira,Outros,69,3,2,2900,3657,Outro,True,False,False,False
"Rua Topazio, 701 - Vila Mariana, Sao Paulo - Sp, Brasil",Vila Mariana,33,1,1,2999,3853,Sul,True,False,False,False
Avenida Raimundo Pereira de Magalhaes,Jardim Iris,70,3,1,1550,2345,Outro,True,False,False,False
Rua Joao Cachoeira,Vila Nova Conceicao,40,1,1,5425,6467,Outro,False,False,False,True
Avenida Lins de Vasconcelos,Cambuci,85,2,2,5290,6579,Centro,True,False,False,False
Avenida Interlagos,Outros,95,2,1,3000,4612,Outro,True,False,False,False
Avenida Doutora Ruth Cardoso,Pinheiros,69,2,1,3800,5202,Oeste,True,False,False,False
Rua Artur Prado,Bela Vista,25,1,0,2600,3200,Centro,False,False,False,True
Rua Campos Bicudo,Outros,50,1,1,3500,5415,Outro,False,False,False,True
Rua Jose Maria Lisboa,Jardim Paulista,160,3,1,4000,6890,Oeste,True,False,False,False
Avenida Portugal,Centro,43,1,1,2000,3894,Outro,True,False,False,False
Avenida Bosque da Saude,Vila da Saude,41,1,1,2130,3193,Outro,True,False,False,False
Rua Piratininga,Bras,53,2,1,2600,3555,Outro,True,False,False,False
Rua Alvorada,Vila Olimpia,44,2,1,3300,5124,Outro,True,False,False,False
Avenida Ipiranga,Republica,46,1,0,2500,2996,Outro,True,False,False,False
Rua Francisco Estacio Fortes,Santa Cecilia,88,2,1,3341,4370,Outro,True,False,False,False
Rua do Lavapes,Cambuci,55,2,0,1100,1742,Centro,True,False,False,False
Rua Santa Isabel,Vila Buarque,27,1,0,2620,3054,Outro,False,False,False,True
Avenida Bosque da Saude,Vila da Saude,45,1,1,2100,3494,Outro,True,False,False,False
Rua Jose Getulio,Liberdade,40,2,0,2360,2841,Centro,True,False,False,False
Rua Purpurina,Sumarezinho,55,2,1,5200,7262,Outro,True,False,False,False
Rua Doutor Mario Ferraz,Outros,50,1,1,6180,8215,Outro,True,False,False,False
Avenida Raimundo Pereira de Magalhaes,Jardim Iris,66,2,1,1600,2212,Outro,True,False,False,False
Rua Doutor Virgilio de Carvalho Pinto,Pinheiros,110,2,2,8500,10230,Oeste,True,False,False,False
Rua Macajuba,Outros,26,1,0,730,743,Outro,False,True,False,False
Rua Xavier Gouveia,Outros,128,3,2,3900,6396,Outro,True,False,False,False
Rua Maria Carolina,Outros,27,1,1,5000,5779,Outro,False,False,False,True
Rua Washington Luis,Centro Historico de Sao Paulo,23,1,1,1600,2502,Outro,False,False,False,True
Rua Joaquim Floriano,Itaim Bibi,33,1,0,6200,7179,Oeste,False,False,False,True
Alameda Lorena,Jardim Paulista,26,1,1,4000,4779,Oeste,False,False,False,True
Rua Desembargador Julio Cesar de Faria,Outros,72,3,1,1800,2449,Outro,True,False,False,False
Rua Turiassu,Perdizes,39,2,0,4900,6089,Oeste,True,False,False,False
Rua Hermeto Lima,Vila Alpina,42,2,1,2100,2416,Outro,True,False,False,False
Rua Cayowaa,Perdizes,170,3,3,6000,10960,Oeste,True,False,False,False
Rua Engenheiro Pegado,Vila Carrao,140,3,3,10000,10390,Outro,False,True,False,False
Avenida Giovanni Gronchi,Vila Andrade,96,2,2,4200,5812,Sul,True,False,False,False
Rua Padre Bento Ibanez,Jardim Prudencia,49,2,1,2220,3019,Outro,True,False,False,False
Rua Coronel Oscar Porto,Paraiso,96,2,1,3000,4168,Outro,True,False,False,False
Rua Senador Cesar Lacerda Vergueiro,Sumarezinho,84,3,2,6000,7851,Outro,True,False,False,False
Rua Indiana,Brooklin Paulista,120,2,2,4000,4336,Outro,False,True,False,False
Rua Socrates,Outros,92,4,2,2611,4404,Outro,True,False,False,False
"Indianopolis, Sao Paulo - Sp, 04077-020, Brasil",Indianopolis,100,3,2,7000,8126,Outro,True,False,False,False
Rua Apiacas,Pompeia,25,1,0,3560,4130,Outro,True,False,False,False
Rua Doutor Alvares Teixeira,Outros,15,1,1,15000,15640,Outro,False,True,False,False
Avenida Professor Ascendino Reis,Vila Clementino,27,1,0,2695,3339,Outro,False,False,False,True
Rua Francisco Leitao,Outros,82,1,1,8000,9187,Outro,True,False,False,False
Rua Barao do Triunfo,Brooklin,116,2,3,7000,9810,Outro,True,False,False,False
Rua Calixto da Mota,Vila Mariana,44,1,1,3900,5848,Sul,True,False,False,False
Rua Catao,Vila Romana,42,1,0,1656,2139,Outro,True,False,False,False
Rua Joao Moura,Pinheiros,185,2,3,10000,13160,Oeste,True,False,False,False
Rua Franklin do Amaral,Vila Nova Cachoeirinha,42,2,1,2500,3036,Norte,True,False,False,False
Rua Joaquim Guarani,Jardim das Acacias,20,1,0,3061,3500,Outro,False,False,False,True
Avenida Raimundo Pereira de Magalhaes,Outros,53,2,1,3000,3625,Outro,True,False,False,False
Avenida Pavao,Indianopolis,144,3,2,5330,8143,Outro,True,False,False,False
Rua Conselheiro Brotero,Santa Cecilia,70,2,1,2700,3905,Outro,True,False,False,False
Rua Doutor Nicolino Morena,Vila Constanca,73,3,1,3375,4085,Outro,True,False,False,False
Rua Correia Dias,Paraiso,27,1,0,3500,4339,Outro,False,False,False,True
Rua Edison,Campo Belo,83,2,1,4800,6618,Sul,True,False,False,False
Avenida Reboucas,Pinheiros,38,1,1,3500,4116,Oeste,True,False,False,False
Rua Desembargador Aragao,Vila Mariana,23,1,0,2500,2892,Sul,True,False,False,False
Rua Doutor Roberto Feijo,Vila Prudente,151,4,2,4000,4435,Leste,False,True,False,False
Rua Henri Dunant,Santo Amaro,105,3,1,4400,6039,Sul,True,False,False,False
Avenida Jandira,Indianopolis,162,3,3,10500,13570,Outro,True,False,False,False
Rua Azevedo Soares,Vila Gomes Cardim,172,3,3,12000,14970,Outro,True,False,False,False
Rua Afonso Braz,Vila Nova Conceicao,27,1,0,4080,4737,Outro,False,False,False,True
Rua Doutor Jose de Andrade Figueira,Vila Suzana,110,3,2,4000,5431,Outro,True,False,False,False
Alameda Franca,Jardim Paulista,75,2,1,3300,5372,Oeste,True,False,False,False
Avenida Nova Independencia,Brooklin,125,2,3,9200,11960,Outro,True,False,False,False
Avenida Esperanca,Centro,170,4,4,7800,10190,Outro,True,False,False,False
Avenida Padre Antonio Jose dos Santos,Cidade Moncoes,172,3,2,7500,9696,Outro,True,False,False,False
Rua Serra de Botucatu,Vila Gomes Cardim,78,3,2,2300,3294,Outro,True,False,False,False
Rua Guaraiuva,Cidade Moncoes,43,1,1,3199,4214,Outro,False,False,False,True
Rua Doutor Djalma Pinheiro Franco,Vila Mascote,25,1,0,865,998,Outro,False,False,False,True
Alameda Itu,Jardim Paulista,115,3,2,15000,18860,Oeste,True,False,False,False
Rua Diego de Castilho,Outros,201,3,3,8240,12990,Outro,True,False,False,False
Rua Joaquim Antunes,Pinheiros,89,2,1,11000,13110,Oeste,True,False,False,False
Rua Francisco Tapajos,Vila Santo Estefano,70,2,1,2300,3402,Outro,True,False,False,False
Rua dos Franceses,Outros,37,1,1,2210,4049,Outro,True,False,False,False
Rua Casa do Ator,Vila Olimpia,100,3,1,3700,5671,Outro,True,False,False,False
Avenida Ibirapuera,Indianopolis,27,1,1,2960,5366,Outro,True,False,False,False
Rua Santa Justina,Vila Olimpia,26,1,1,3800,5622,Outro,True,False,False,False
Avenida Professor Francisco Morato,Vila Sonia,77,2,1,2800,3495,Outro,True,False,False,False
Avenida Presidente Humberto de Alencar Castelo Branco,Outros,78,2,1,1250,1710,Outro,True,False,False,False
Dona Maria Pera,Outros,90,3,2,2900,4189,Outro,True,False,False,False
Rua Passo da Patria,Outros,101,3,2,3600,5412,Outro,True,False,False,False
Rua Sao Gil,Tatuape,105,3,3,5500,7117,Outro,True,False,False,False
Rua Bandeira Paulista,Itaim Bibi,80,1,2,6500,11360,Oeste,True,False,False,False
Rua Diana,Perdizes,127,3,2,8200,10200,Oeste,True,False,False,False
Rua Engenheiro Sa Freire,Outros,57,1,1,1000,1204,Outro,False,True,False,False
Rua Teixeira Leite,Liberdade,75,1,0,1700,2119,Centro,True,False,False,False
Rua Doutor Solon Fernandes,Outros,40,1,0,1200,1416,Outro,False,False,False,True
Avenida Professor Abraao de Morais,Saude,145,3,2,3600,3986,Outro,False,True,False,False
Rua Doutor Joaquim D'aquino Fonseca,Outros,90,2,1,1500,1563,Outro,False,True,False,False
Avenida Julio Buono,Vila Gustavo,45,2,0,1600,1763,Outro,True,False,False,False
Rua Dona Cesaria Fagundes,Saude,125,4,2,3200,3465,Outro,False,True,False,False
Rua do Oratorio,Alto da Mooca,70,2,0,1577,1637,Outro,True,False,False,False
Avenida Sapopemba,Vila Regente Feijo,36,1,0,950,1057,Outro,False,True,False,False
Rua Santa Luzia,Liberdade,40,1,0,1450,1776,Centro,True,False,False,False
Rua Joao Pimentel,Outros,60,1,0,1263,1346,Outro,False,True,False,False
Rua Edvard Carmilo,Outros,35,2,0,1300,1647,Outro,True,False,False,False
Rua Aguas Claras,Outros,70,2,1,1650,1814,Outro,False,False,True,False
Rua Luiz Grassmann,Outros,35,1,0,1500,1858,Outro,True,False,False,False
Rua Gastao Madeira,Vila Maria Alta,48,1,0,1150,1308,Outro,False,True,False,False
Rua Marques de Abrantes,Outros,45,1,0,1402,1542,Outro,False,True,False,False
Rua Alfredo Pujol,Santana,60,2,1,1500,2463,Norte,True,False,False,False
Rua Carlo Pallavicino,Outros,70,2,1,1155,1559,Outro,True,False,False,False
Rua Tenente Coronel Soares Neiva,Vila Aricanduva,55,1,1,1500,1610,Outro,False,True,False,False
Rua Doutor Solon Fernandes,Outros,55,1,0,1350,1556,Outro,False,False,False,True
Rua Eunice,Outros,60,1,0,1150,1199,Outro,False,True,False,False
Rua Vergueiro,Outros,65,1,0,1596,1787,Outro,True,False,False,False
Rua Cristovao Bezerra Dantas,Outros,60,1,0,1130,1222,Outro,False,True,False,False
Praca Santa Adelaide,Outros,70,2,2,2500,2690,Outro,False,True,False,False
Rua Pio Xii,Liberdade,60,2,1,3000,4119,Centro,True,False,False,False
Rua Jose Piedade,Outros,30,1,1,650,769,Outro,False,True,False,False
Rua Joel Jorge de Melo,Vila Mariana,48,1,0,1980,2211,Sul,False,True,False,False
Rua Bimbarra,Vila Formosa,53,2,2,2800,3808,Leste,True,False,False,False
Rua Madrid,Outros,120,3,1,2618,3124,Outro,False,True,False,False
Avenida Paes de Barros,Mooca,60,1,0,1500,2152,Leste,True,False,False,False
Rua Serra de Jaire,Quarta Parada,38,2,0,1820,2268,Outro,False,False,False,True
Rua Umburetama,Ipiranga,120,4,1,3700,4107,Sul,False,True,False,False
Rua Emilio Lessore,Piqueri,110,3,4,3000,3294,Outro,False,True,False,False
Rua Vicente Amato Sobrinho,Outros,63,2,2,1340,1572,Outro,False,False,True,False
Rua Doutor Brasilio Machado,Santa Cecilia,115,3,0,4300,5472,Outro,True,False,False,False
Rua Irma Maria Amelia,Outros,50,1,1,1150,1259,Outro,False,True,False,False
Avenida Secundino Domingues,Outros,35,1,0,1000,1103,Outro,True,False,False,False
Rua Guaianazes,Campos Eliseos,57,2,0,1683,2018,Outro,True,False,False,False
Rua Jose Rangel de Camargo,Outros,60,2,0,2300,2435,Outro,False,True,False,False
Rua Henrique Sertorio,Tatuape,39,1,0,1100,1247,Outro,False,True,False,False
Rua Guaianases,Campos Eliseos,39,1,0,800,1141,Outro,False,False,False,True
Rua Valson Lopes,Outros,39,2,0,2700,3096,Outro,True,False,False,False
Maria Curupaiti,Outros,60,2,1,1505,2176,Outro,True,False,False,False
Rua Umburetama,Ipiranga,70,2,1,1950,1983,Sul,False,True,False,False
Rua dos Carmelitas,Se,41,1,0,868,1358,Outro,True,False,False,False
Travessa Francisco Benetti,Outros,130,2,1,2516,2626,Outro,False,True,False,False
Rua Capote Valente,Pinheiros,70,2,1,3900,4333,Oeste,False,True,False,False
Rua Ada Negri,Santo Amaro,22,1,0,1050,1175,Sul,False,False,False,True
Rua Tenente Oswaldo Antonio,Outros,70,2,0,1712,1785,Outro,False,True,False,False
Avenida Engenheiro Heitor Antonio Eiras Garcia,Outros,50,1,1,2280,2368,Outro,False,False,False,True
"Rua Bela Cintra, 32 - Consolacao, Sao Paulo - Sp, Brasil",Consolacao,47,1,1,3100,3976,Outro,True,False,False,False
Rua Jaguariaiva,Vila Guilhermina,40,2,0,1500,1907,Outro,True,False,False,False
Rua Rio Preto,Outros,70,2,2,2700,3366,Outro,True,False,False,False
Rua Antonio Carlos dos Santos,Cidade Patriarca,33,1,0,1113,1387,Outro,False,False,False,True
Rua Fradique Coutinho,Pinheiros,60,1,0,5090,5642,Oeste,False,True,False,False
Avenida Ramalho Ortigao,Vila Gumercindo,142,2,1,2875,3124,Outro,False,True,False,False
Rua Antonio Vieira,Casa Verde Alta,35,1,0,630,740,Outro,True,False,False,False
Rua Feliciano Bicudo,Outros,80,1,0,2200,2537,Outro,False,True,False,False
Rua Amarais,Vila Carrao,120,3,0,2550,2744,Outro,False,True,False,False
Rua Francisca Miquelina,Bela Vista,41,1,0,2100,3011,Centro,False,False,False,True
Rua Alexandre Teixeira,Outros,98,3,2,2414,2516,Outro,False,True,False,False
Rua Cerro Largo,Vila Gustavo,60,1,0,1440,1501,Outro,False,True,False,False
Rua Engenheiro Silva Braga,Outros,50,1,0,1095,1232,Outro,False,True,False,False
Rua Siqueira Alves,Vila Leopoldina,140,3,3,2490,2670,Oeste,False,True,False,False
Rua Coronel Luiz Lobo,Outros,120,2,2,2500,2606,Outro,False,True,False,False
Rua das Municipalidades,Ipiranga,50,2,1,1880,2202,Sul,True,False,False,False
Rua Itamonte,Vila Medeiros,250,3,2,4000,4170,Norte,False,True,False,False
Rua Joao Artoni Testae,Outros,50,1,0,1000,1057,Outro,False,True,False,False
Viaduto Dona Paulina,Centro Historico de Sao Paulo,40,1,0,1324,1843,Outro,False,False,False,True
Rua Joao Mafra,Outros,62,2,2,1900,2729,Outro,True,False,False,False
Rua Fernao Dias,Pinheiros,122,2,1,6500,7160,Oeste,False,True,False,False
Rua Barao de Tefe,Agua Branca,55,1,0,2470,2819,Outro,False,True,False,False
Rua Aguapei,Santa Maria,88,2,2,2140,2618,Outro,True,False,False,False
Travessa Leon Berry,Jardim Paulista,36,1,1,2300,2578,Oeste,False,True,False,False
Rua dos Andradas,Santa Ifigenia,40,1,0,1000,1354,Outro,False,False,False,True
Rua dos Parecis,Cambuci,55,2,1,2700,3638,Centro,True,False,False,False
Rua Candido Portinari,Rudge Ramos,45,1,1,1279,1545,Outro,False,False,False,True
Rua Olimpia de Almeida Prado,Barra Funda,58,1,1,3300,4252,Oeste,True,False,False,False
Avenida Padre Arlindo Vieira,Outros,47,2,0,1260,1845,Outro,True,False,False,False
Rua Natividade Saldanha,Outros,25,1,0,1150,1417,Outro,True,False,False,False
Rua Baia Grande,Outros,52,2,1,2146,2609,Outro,True,False,False,False
Rua Barao de Iguape,Liberdade,45,2,0,1600,2159,Centro,True,False,False,False
Avenida Nove de Julho,Bela Vista,32,1,0,2540,2938,Centro,True,False,False,False
Rua Albino Boldasso Gabril,Outros,43,1,0,1300,1494,Outro,False,False,False,True
Rua Edmundo Kirmayr,Outros,50,2,1,2000,2538,Outro,True,False,False,False
Rua Coronel Diogo,Jardim da Gloria,83,2,0,2340,2430,Outro,False,True,False,False
Rua Aulinda Queiroz de Matos,Sacoma,55,1,1,2536,2934,Outro,False,True,False,False
Rua Petrobras,Outros,80,2,1,1600,1718,Outro,False,True,False,False
Rua Doutor Morais Dantas,Outros,50,1,1,1155,1659,Outro,True,False,False,False
Rua Ernest Friedrich Jost,Pinheiros,145,1,0,13300,14150,Oeste,False,True,False,False
Rua Coronel Virgilio dos Santos,Outros,48,2,1,1700,2009,Outro,True,False,False,False
Rua Equici,Vila Esperanca,100,2,2,2200,2643,Outro,False,False,True,False
Rua Coronel Luis Barroso,Santo Amaro,35,1,1,2300,3345,Sul,True,False,False,False
